transaction_id,user_id,merchant_name,amount,category,category_confidence,timestamp
txn_usr_ravi_0001,usr_ravi,Flipkart,2724,shopping,0.9893099252078885,2026-03-17T22:20:00Z
txn_usr_ravi_0002,usr_ravi,FirstCry,1309,shopping,0.9586115261138364,2026-03-18T22:33:00Z
txn_usr_ravi_0003,usr_ravi,Spencer's,286,groceries,0.9896624426286575,2026-03-18T11:34:00Z
txn_usr_ravi_0004,usr_ravi,Croma,2213,shopping,0.9607532858576292,2026-03-18T22:47:00Z
txn_usr_ravi_0005,usr_ravi,Behrouz Biryani,465,food,0.9772097878674348,2026-03-18T23:44:00Z
txn_usr_ravi_0006,usr_ravi,Reliance Digital,588,shopping,0.9656722472479992,2026-03-19T22:02:00Z
txn_usr_ravi_0007,usr_ravi,Taco Bell,686,food,0.9693663269941989,2026-03-19T22:18:00Z
txn_usr_ravi_0008,usr_ravi,Social,507,food,0.9708283970697247,2026-03-19T22:15:00Z
txn_usr_ravi_0009,usr_ravi,Subway,265,food,0.9526501296167466,2026-03-19T23:30:00Z
txn_usr_ravi_0010,usr_ravi,Zara,2726,shopping,0.9806387124634821,2026-03-20T22:24:00Z
txn_usr_ravi_0011,usr_ravi,BSNL,1499,bills,0.950548861036905,2026-03-20T15:05:00Z
txn_usr_ravi_0012,usr_ravi,Yulu,702,transport,0.9619805560437551,2026-03-20T09:58:00Z
txn_usr_ravi_0013,usr_ravi,Ajio,1986,shopping,0.9780515467430455,2026-03-20T23:20:00Z
txn_usr_ravi_0014,usr_ravi,Dunzo,701,groceries,0.9873950567903519,2026-03-21T10:56:00Z
txn_usr_ravi_0015,usr_ravi,Behrouz Biryani,395,food,0.9695212371039639,2026-03-22T22:25:00Z
txn_usr_ravi_0016,usr_ravi,Safal,1346,groceries,0.9790326307935725,2026-03-23T15:01:00Z
txn_usr_ravi_0017,usr_ravi,Zomato,352,food,0.9553052588369219,2026-03-23T10:17:00Z
txn_usr_ravi_0018,usr_ravi,Reliance Digital,2866,shopping,0.9829221229204289,2026-03-23T23:47:00Z
txn_usr_ravi_0019,usr_ravi,Barbeque Nation,617,food,0.9563302045656843,2026-03-24T22:19:00Z
txn_usr_ravi_0020,usr_ravi,Subway,459,food,0.9603203553555302,2026-03-24T22:30:00Z
txn_usr_ravi_0021,usr_ravi,KFC,373,food,0.9775397671414292,2026-03-25T22:49:00Z
txn_usr_ravi_0022,usr_ravi,Flipkart,1196,shopping,0.9544548711892278,2026-03-25T23:37:00Z
txn_usr_ravi_0023,usr_ravi,Wow Momo,368,food,0.9533374875956726,2026-03-26T22:48:00Z
txn_usr_ravi_0024,usr_ravi,Zara,1650,shopping,0.9624965349862682,2026-03-26T23:57:00Z
txn_usr_ravi_0025,usr_ravi,Westside,599,shopping,0.9686059394404303,2026-03-27T23:18:00Z
